subject,run,sfreq,n_chan,duration_s,n_ann,n_T0,n_T1,n_T2,dur_T1,dur_T0,first_desc,max_abs_uv
106,12,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,634.0
107,1,160.0,64,61.0,1,1,0,0,,60.2,T0,512.0
107,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,637.0
107,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,629.9999999999999
107,7,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,802.0
107,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,578.0
107,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,799.9999999999999
107,12,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,638.0
108,1,160.0,64,61.0,1,1,0,0,,60.2,T0,623.0
108,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,804.9999999999999
108,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,803.9999999999999
108,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,804.9999999999999
108,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,768.0
108,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,646.0
108,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,804.9999999999999
109,1,160.0,64,60.0,1,1,0,0,,59.5,T0,390.0
109,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,397.0
109,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,396.0
109,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,394.0
109,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,388.99999999999994
109,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,388.0
109,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,394.0
